"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","X..COLLECTION","TAXON.y","RECD_AS","W.wild.source.z.cultivated.source.but.of.known.wild.origin","PSOURCE_ORIGINAL","COLLECTION_INFORMATION","How.Received","Location.code","Qté","ID.verified","VERI_BY","VERI_DT","FAMILY","NAME","Genus","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"506","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1191-1992*A","Fraxinus americana","Fraxinus americana","G","Pépinière Brossard, Ville de Brossard, Québec."," ","PT","JCHI-A","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"507","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2019-2001*C","Fraxinus americana","Fraxinus americana","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ALP","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"508","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2019-2001*E","Fraxinus americana","Fraxinus americana","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"509","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2019-2001*D","Fraxinus americana","Fraxinus americana","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"510","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2710-1998*A","Fraxinus americana 'Manitou'","Fraxinus americana 'Manitou'","G","Pépinière de Terrebonne, Ville de Montréal. Par Mireille Dubuc, hort. aux Jardins jeunes."," ","PT","JJEU","1"," "," "," ","Oleaceae","Frainus americana 'Manitou'","Fraxinus","americana","","","","","Fraxinus americana"
"511","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2308-1995*T","Fraxinus americana","Fraxinus americana","U","Existant(s) au JBM sans numéro d'enregistrement. Provenance(s) inconnue(s)"," ","PT","JSOU-O1","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"512","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","208-2004*A","Fraxinus americana","Fraxinus americana","W","JBM - Index Seminum","Canada: Ile Dowker, co. Vaudreuil, QC. 12/10/2003.","SD","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"513","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2992-1990*A","Fraxinus americana","Fraxinus americana","U","Pépinière de Terrebonne"," ","PT","JCHI-A","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"514","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2308-1995*W","Fraxinus americana","Fraxinus americana","U","Existant(s) au JBM sans numéro d'enregistrement. Provenance(s) inconnue(s)"," ","PT","JSOU-O7","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"515","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2308-1995*S","Fraxinus americana","Fraxinus americana","U","Existant(s) au JBM sans numéro d'enregistrement. Provenance(s) inconnue(s)"," ","PT","JSOU-M6","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"516","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2019-2001*A","Fraxinus americana","Fraxinus americana","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"517","Fraxinus americana","Fraxinus","Fraxinus americana",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2019-2001*B","Fraxinus americana","Fraxinus americana","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus americana","Fraxinus","americana","","","","","Fraxinus americana"
"518","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2362-2000*C","Fraxinus nigra","Fraxinus nigra","W","Viola, Stefano","Canada: Québec: Ville de Laval, près autoroutes 15 et 440. Stefano Viola s.n. 28 Nov 2000.","PT","JPRE-ALP","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"519","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2020-2001*B","Fraxinus nigra","Fraxinus nigra","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"520","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2362-2000*G","Fraxinus nigra","Fraxinus nigra","W","Viola, Stefano","Canada: Québec: Ville de Laval, près autoroutes 15 et 440. Stefano Viola s.n. 28 Nov 2000.","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"521","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2121-2006*B","Fraxinus nigra","Fraxinus nigra","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ERB","15"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"522","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2020-2001*E","Fraxinus nigra","Fraxinus nigra","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ALP","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"523","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2112-2010*B","Fraxinus nigra","Fraxinus nigra","U","Patrick Hamel, Biodôme"," ","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"524","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2362-2000*F","Fraxinus nigra","Fraxinus nigra","W","Viola, Stefano","Canada: Québec: Ville de Laval, près autoroutes 15 et 440. Stefano Viola s.n. 28 Nov 2000.","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"525","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2362-2000*B","Fraxinus nigra","Fraxinus nigra","W","Viola, Stefano","Canada: Québec: Ville de Laval, près autoroutes 15 et 440. Stefano Viola s.n. 28 Nov 2000.","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"526","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2362-2000*A","Fraxinus nigra","Fraxinus nigra","W","Viola, Stefano","Canada: Québec: Ville de Laval, près autoroutes 15 et 440. Stefano Viola s.n. 28 Nov 2000.","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"527","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2020-2001*A","Fraxinus nigra","Fraxinus nigra","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"528","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2121-2006*C","Fraxinus nigra","Fraxinus nigra","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ERC","15"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"529","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2362-2000*H","Fraxinus nigra","Fraxinus nigra","W","Viola, Stefano","Canada: Québec: Ville de Laval, près autoroutes 15 et 440. Stefano Viola s.n. 28 Nov 2000.","PT","JPRE-PES","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"530","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2020-2001*C","Fraxinus nigra","Fraxinus nigra","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ALP","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"531","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2020-2001*D","Fraxinus nigra","Fraxinus nigra","G","Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ALP","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"532","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2112-2010*A","Fraxinus nigra","Fraxinus nigra","U","Patrick Hamel, Biodôme"," ","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"533","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2121-2006*A","Fraxinus nigra","Fraxinus nigra","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ILE","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"534","Fraxinus nigra","Fraxinus","Fraxinus nigra",NA,NA,"Ash",NA,"Y","N","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2362-2000*E","Fraxinus nigra","Fraxinus nigra","W","Viola, Stefano","Canada: Québec: Ville de Laval, près autoroutes 15 et 440. Stefano Viola s.n. 28 Nov 2000.","PT","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus nigra","Fraxinus","nigra","","","","","Fraxinus nigra"
"535","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2301-2011*G","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERB","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"536","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2301-2011*D","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"537","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2301-2011*H","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERB","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"538","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*ZF","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-E2","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"539","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2301-2011*I","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERB","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"540","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2301-2011*A","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"541","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*BA","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-H2","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"542","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*ZW","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-R9","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"543","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*ZK","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-H1","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"544","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*BH","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-S10","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"545","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*ZB","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-A2","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"546","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*AL","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-O7","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"547","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1964-2001*A","Fraxinus pennsylvanica","Fraxinus americana","G","Pép. Québec Multiplants "," ","PT","JPRE-ARB","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"548","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2301-2011*B","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERC","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"549","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*ZS","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-P7","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"550","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*BG","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-R2","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"551","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*ZI","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-G2","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"552","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*TT","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-B1","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"553","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1182-1995*ZC","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-B2","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
"554","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica",NA,NA,"Ash",NA,"Y","N","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2301-2011*J","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERB","1"," "," "," ","Oleaceae","Frainus pennsylvanica","Fraxinus","pennsylvanica","","","","","Fraxinus pennsylvanica"
