occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,Elymus trachycaulus subsp. trachycaulus,Elymus trachycaulus subsp. trachycaulus,6430824,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus violaceus,Elymus trachycaulus trachycaulus,
,Elymus villosus,Elymus villosus Muhl. ex Willd.,5290327,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus villosus,Elymus villosus,Muhl. ex Willd.
,Elymus violaceus,Elymus violaceus (Hornem.) J.Feilberg,4104489,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus violaceus,Elymus violaceus,J.Feilberg (Hornem.)
,Elymus virginicus,Elymus virginicus L.,5290318,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus virginicus,Elymus virginicus,L.
,Elymus virginicus var. halophilus,Elymus virginicus var. halophilus (E.P.Bicknell) Wiegand,5680068,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus virginicus,Elymus virginicus halophilus,Wiegand (E.P.Bicknell)
,Elymus virginicus var. intermedius,Elymus virginicus var. intermedius (Vasey ex A.Gray) Bush,5680064,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus virginicus,Elymus virginicus intermedius,Bush (Vasey ex A.Gray)
,Elymus virginicus var. virginicus,Elymus virginicus var. virginicus,6432880,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus virginicus,Elymus virginicus virginicus,
,Elymus wiegandii,Elymus wiegandii Fernald,5290311,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus canadensis,Elymus wiegandii,Fernald
,Empetrum nigrum,Empetrum nigrum L.,8925249,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Empetrum,Empetrum nigrum,Empetrum nigrum,L.
,Empetrum nigrum subsp. hermaphroditum,Empetrum nigrum subsp. hermaphroditum (Hagerup) Böcher,7920625,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Empetrum,Empetrum nigrum,Empetrum nigrum hermaphroditum,Böcher (Hagerup)
,Empetrum nigrum subsp. nigrum,Empetrum nigrum subsp. nigrum,6387990,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Empetrum,Empetrum nigrum,Empetrum nigrum nigrum,
,Erythronium americanum,Erythronium americanum Ker Gawl.,2752815,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,Erythronium americanum,Erythronium americanum,Ker Gawl.
,Erythronium americanum subsp. americanum,Erythronium americanum subsp. americanum,7070874,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,Erythronium americanum,Erythronium americanum americanum,
,Erythronium grandiflorum,Erythronium grandiflorum Pursh,2752872,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,Erythronium grandiflorum,Erythronium grandiflorum,Pursh
,Erythronium grandiflorum subsp. grandiflorum,Erythronium grandiflorum subsp. grandiflorum,4270333,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,Erythronium grandiflorum,Erythronium grandiflorum grandiflorum,
,Erythronium oregonum,Erythronium oregonum Applegate,2752808,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,Erythronium oregonum,Erythronium oregonum,Applegate
,Erythronium revolutum,Erythronium revolutum Sm.,2752833,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,Erythronium revolutum,Erythronium revolutum,Sm.
,Fagus grandifolia,Fagus grandifolia Ehrh.,2882274,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,Fagus grandifolia,Fagus grandifolia,Ehrh.
,Festuca altaica,Festuca altaica Trin.,7720963,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca altaica,Festuca altaica,Trin.
,Festuca occidentalis,Festuca occidentalis Hook.,2705003,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca occidentalis,Festuca occidentalis,Hook.
,Festuca rubra,Festuca rubra L.,2704922,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra,L.
,Festuca rubra subsp. arctica,Festuca rubra subsp. arctica (Hack.) Govor.,2704944,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca richardsonii,Festuca rubra arctica,Govor. (Hack.)
,Festuca rubra subsp. aucta,Festuca rubra subsp. aucta (V.I.Krecz. & Bobrov) Hultén,9164375,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra aucta,Hultén (V.I.Krecz. & Bobrov)
,Festuca rubra subsp. commutata,Festuca rubra L.,2704922,HIGHERRANK,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra,L.
,Festuca rubra subsp. fallax,Festuca rubra subsp. fallax (Thuill.) Hack.,4925464,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra fallax,Hack. (Thuill.)
,Festuca rubra subsp. mediana,Festuca rubra subsp. mediana (Pavlick) Pavlick,4109855,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra mediana,Pavlick (Pavlick)
,Festuca rubra subsp. pruinosa,Festuca rubra subsp. pruinosa (Hack.) Piper,2704924,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra pruinosa,Piper (Hack.)
,Festuca rubra subsp. rubra,Festuca rubra subsp. rubra,7226925,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra rubra,
,Festuca rubra subsp. secunda,Festuca rubra subsp. secunda (J.Presl) Pavlick,6312903,EXACT,98,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra secunda,Pavlick (J.Presl)
,Festuca rubra subsp. vallicola,Festuca rubra subsp. vallicola (Rydb.) Pavlick,4115077,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca rubra,Festuca rubra vallicola,Pavlick (Rydb.)
,Festuca subulata,Festuca subulata Trin.,2704992,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca subulata,Festuca subulata,Trin.
,Festuca subuliflora,Festuca subuliflora Scribn.,2704973,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca subuliflora,Festuca subuliflora,Scribn.
,Festuca subverticillata,Festuca subverticillata (Pers.) E.B.Alexeev,2704976,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca subverticillata,Festuca subverticillata,E.B.Alexeev (Pers.)
,Festuca viridula,Festuca viridula Vasey,2705006,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca viridula,Festuca viridula,Vasey
,Fragaria ananassa,Fragaria ×ananassa (Weston) Rozier,3029912,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria ananassa,Fragaria ananassa,Rozier (Weston)
,Fragaria ananassa subsp. ananassa,Fragaria ×ananassa subsp. ananassa,6550282,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria ananassa,Fragaria ananassa ananassa,Duchesne ex Rozier (Weston)
,Fragaria ananassa subsp. cuneifolia,Fragaria ×ananassa subsp. cuneifolia (Nutt. ex Howell) Staudt,3030116,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria ananassa,Fragaria ananassa cuneifolia,Staudt (Nutt. ex Howell)
,Fragaria chiloensis,Fragaria chiloensis (L.) Duchesne,7833581,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria chiloensis,Fragaria chiloensis,Duchesne (L.)
,Fragaria chiloensis subsp. lucida,Fragaria chiloensis subsp. lucida (Vilm.) Staudt,3030034,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria chiloensis,Fragaria chiloensis lucida,Staudt (Vilm.)
,Fragaria chiloensis subsp. pacifica,Fragaria chiloensis subsp. pacifica Staudt,3030035,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria chiloensis,Fragaria chiloensis pacifica,Staudt
,Fragaria vesca,Fragaria vesca L.,3029817,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria vesca,Fragaria vesca,L.
,Fragaria vesca subsp. americana,Fragaria vesca subsp. americana (Porter) Staudt,6369289,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria vesca,Fragaria vesca americana,Staudt (Porter)
,Fragaria vesca subsp. bracteata,Fragaria vesca subsp. bracteata (A.Heller) Staudt,6369288,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria vesca,Fragaria vesca bracteata,Staudt (A.Heller)
,Fragaria vesca subsp. vesca,Fragaria vesca subsp. vesca,7258956,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria vesca,Fragaria vesca vesca,
,Fragaria virginiana,Fragaria virginiana Duchesne,7950792,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria virginiana,Fragaria virginiana,Duchesne
,Fragaria virginiana subsp. glauca,Fragaria virginiana subsp. glauca (S.Watson) Staudt,6287846,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria virginiana,Fragaria virginiana glauca,Staudt (S.Watson)
,Fragaria virginiana subsp. platypetala,Fragaria virginiana subsp. platypetala (Rydb.) A.E.Murray,8133484,EXACT,99,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria virginiana,Fragaria virginiana platypetala,A.E.Murray (Rydb.)
,Fragaria virginiana subsp. virginiana,Fragaria virginiana subsp. virginiana,3029922,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria virginiana,Fragaria virginiana virginiana,
,Frangula purshiana,Frangula purshiana (DC.) J.G.Cooper,8286637,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,Frangula purshiana,Frangula purshiana,J.G.Cooper (DC.)
,Frangula purshiana subsp. purshiana,Frangula purshiana subsp. purshiana,6371409,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula,Frangula purshiana,Frangula purshiana purshiana,
,Fraxinus americana,Fraxinus americana L.,3172327,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,Fraxinus americana,Fraxinus americana,L.
,Fraxinus nigra,Fraxinus nigra Marshall,3172369,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,Fraxinus nigra,Fraxinus nigra,Marshall
,Fraxinus pennsylvanica,Fraxinus pennsylvanica Marshall,3172348,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,Fraxinus pennsylvanica,Fraxinus pennsylvanica,Marshall
,Fraxinus quadrangulata,Fraxinus quadrangulata Michx.,3172370,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,Fraxinus quadrangulata,Fraxinus quadrangulata,Michx.
,Fritillaria affinis,Fritillaria affinis (Schult. & Schult.f.) Sealy,5300613,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,Fritillaria affinis,Fritillaria affinis,Sealy (Schult. & Schult.f.)
,Fritillaria affinis var. affinis,Fritillaria affinis var. affinis,7227548,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,Fritillaria affinis,Fritillaria affinis affinis,
,Fritillaria camschatcensis,Fritillaria camschatcensis (L.) Ker Gawl.,5300639,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,Fritillaria camschatcensis,Fritillaria camschatcensis,Ker Gawl. (L.)
,Fritillaria pudica,Fritillaria pudica (Pursh) Spreng.,5300582,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,Fritillaria pudica,Fritillaria pudica,Spreng. (Pursh)
,Gaillardia aristata,Gaillardia aristata Pursh,5387859,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,Gaillardia aristata,Gaillardia aristata,Pursh
,Gaultheria hispidula,Gaultheria hispidula (L.) Muhl. ex Bigelow,2882756,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria hispidula,Gaultheria hispidula,Muhl. ex Bigelow (L.)
,Gaultheria humifusa,Gaultheria humifusa (Graham) Rydb.,2882754,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria humifusa,Gaultheria humifusa,Rydb. (Graham)
,Gaultheria ovatifolia,Gaultheria ovatifolia A.Gray,2882755,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria ovatifolia,Gaultheria ovatifolia,A.Gray
,Gaultheria procumbens,Gaultheria procumbens L.,2882753,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria procumbens,Gaultheria procumbens,L.
,Gaultheria shallon,Gaultheria shallon Pursh,2882758,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria shallon,Gaultheria shallon,Pursh
,Gaylussacia baccata,Gaylussacia baccata (Wangenh.) K.Koch,2882739,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaylussacia,Gaylussacia baccata,Gaylussacia baccata,K.Koch (Wangenh.)
,Gaylussacia bigeloviana,Gaylussacia bigeloviana (Fernald) Sorrie & Weakley,4168397,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaylussacia,Gaylussacia bigeloviana,Gaylussacia bigeloviana,Sorrie & Weakley (Fernald)
,Hamamelis virginiana,Hamamelis virginiana L.,3152827,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Hamamelis,Hamamelis virginiana,Hamamelis virginiana,L.
,Hedysarum americanum,Hedysarum americanum (Michx. ex Pursh) Britton,2949272,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum americanum,Hedysarum americanum,Britton (Michx. ex Pursh)
,Hedysarum boreale,Hedysarum boreale Nutt.,2960863,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum boreale,Hedysarum boreale,Nutt.
,Hedysarum boreale subsp. boreale,Hedysarum boreale subsp. boreale,2960866,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum boreale,Hedysarum boreale boreale,
,Hedysarum boreale subsp. mackenziei,Hedysarum boreale subsp. mackenziei (Richardson) S.L.Welsh,6372449,EXACT,99,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum boreale,Hedysarum boreale mackenziei,S.L.Welsh (Richardson)
,Hedysarum occidentale,Hedysarum occidentale Greene,2960773,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum occidentale,Hedysarum occidentale,Greene
,Hedysarum occidentale var. occidentale,Hedysarum occidentale Greene,2960773,HIGHERRANK,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum occidentale,Hedysarum occidentale,Greene
,Hedysarum sulphurescens,Hedysarum sulphurescens Rydb.,2961094,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum sulphurescens,Hedysarum sulphurescens,Rydb.
,Helianthus laetiflorus,Helianthus ×laetiflorus Pers.,3119181,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus laetiflorus,Helianthus laetiflorus,Pers.
,Helianthus annuus,Helianthus annuus L.,9206251,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus annuus,Helianthus annuus,L.
,Helianthus decapetalus,Helianthus decapetalus L.,3119185,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus decapetalus,Helianthus decapetalus,L.
,Helianthus divaricatus,Helianthus divaricatus L.,3119249,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus divaricatus,Helianthus divaricatus,L.
,Helianthus giganteus,Helianthus giganteus L.,3119240,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus giganteus,Helianthus giganteus,L.
,Helianthus hirsutus,Helianthus hirsutus Raf.,3119209,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus hirsutus,Helianthus hirsutus,Raf.
,Helianthus maximiliani,Helianthus maximiliani Schrad.,3119206,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus maximiliani,Helianthus maximiliani,Schrad.
,Helianthus nuttallii,Helianthus nuttallii Torr. & A.Gray,3119148,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus nuttallii,Helianthus nuttallii,Torr. & A.Gray
,Helianthus nuttallii subsp. nuttallii,Helianthus nuttallii subsp. nuttallii,7223471,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus nuttallii,Helianthus nuttallii nuttallii,
,Helianthus nuttallii subsp. rydbergii,Helianthus nuttallii subsp. rydbergii (Britton) R.W.Long,6293214,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus nuttallii,Helianthus nuttallii rydbergii,R.W.Long (Britton)
,Helianthus pauciflorus,Helianthus pauciflorus Nutt.,3119231,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus pauciflorus,Helianthus pauciflorus,Nutt.
,Helianthus pauciflorus subsp. pauciflorus,Helianthus pauciflorus subsp. pauciflorus,7223475,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus pauciflorus,Helianthus pauciflorus pauciflorus,
,Helianthus pauciflorus subsp. subrhomboideus,Helianthus pauciflorus subsp. subrhomboideus (Rydb.) O.Spring & E.E.Schill.,6293255,EXACT,99,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus pauciflorus,Helianthus pauciflorus subrhomboideus,O.Spring & E.E.Schill. (Rydb.)
,Helianthus petiolaris,Helianthus petiolaris Nutt.,3119225,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus petiolaris,Helianthus petiolaris,Nutt.
,Helianthus petiolaris subsp. petiolaris,Helianthus petiolaris subsp. petiolaris,4274504,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus petiolaris,Helianthus petiolaris petiolaris,
,Helianthus strumosus,Helianthus strumosus L.,3119211,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus strumosus,Helianthus strumosus,L.
,Helianthus tuberosus,Helianthus tuberosus L.,3119175,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus tuberosus,Helianthus tuberosus,L.
,Heracleum maximum,Heracleum maximum Bartram,3034826,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum sphondylium,Heracleum maximum,Bartram
,Heuchera chlorantha,Heuchera chlorantha Piper,3032680,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Heuchera,Heuchera chlorantha,Heuchera chlorantha,Piper
,Holodiscus discolor,Holodiscus discolor (Pursh) Maxim.,2987780,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Holodiscus,Holodiscus discolor,Holodiscus discolor,Maxim. (Pursh)
,Holodiscus discolor var. discolor,Holodiscus discolor var. discolor,7219571,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Holodiscus,Holodiscus discolor,Holodiscus discolor discolor,Maxim. (Pursh)
,Honckenya peploides,Honckenya peploides (L.) Ehrh.,3085776,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,Honckenya peploides,Ehrh. (L.)
,Honckenya peploides subsp. diffusa,Honckenya peploides subsp. diffusa (Hornem.) Hultén ex V.V.Petrovsky,3810234,EXACT,99,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,Honckenya peploides diffusa,Hultén ex V.V.Petrovsky (Hornem.)
,Honckenya peploides subsp. major,Honckenya peploides subsp. major (Hook.) Hultén,3810213,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,Honckenya peploides major,Hultén (Hook.)
,Honckenya peploides subsp. robusta,Honckenya peploides subsp. robusta (Fernald) Hultén,9072099,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Honckenya,Honckenya peploides,Honckenya peploides robusta,Hultén (Fernald)
,Hordeum brachyantherum,Hordeum brachyantherum Nevski,2706066,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum brachyantherum,Hordeum brachyantherum,Nevski
,Hordeum brachyantherum subsp. brachyantherum,Hordeum brachyantherum Nevski,2706066,HIGHERRANK,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum brachyantherum,Hordeum brachyantherum,Nevski
,Hordeum depressum,Hordeum depressum (Scribn. & J.G.Sm.) Rydb.,2706064,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum depressum,Hordeum depressum,Rydb. (Scribn. & J.G.Sm.)
,Hordeum jubatum,Hordeum jubatum L.,2706052,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum jubatum,Hordeum jubatum,L.
,Hordeum pusillum,Hordeum pusillum Nutt.,2706070,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum pusillum,Hordeum pusillum,Nutt.
,Hosackia gracilis,Hosackia gracilis Benth.,2939904,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hosackia,Hosackia gracilis,Hosackia gracilis,Benth.
,Hosackia pinnata,Hosackia pinnata (Hook.) Abrams,2939873,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hosackia,Hosackia pinnata,Hosackia pinnata,Abrams (Hook.)
,Humulus lupulus,Humulus lupulus L.,2984535,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,Humulus lupulus,Humulus lupulus,L.
,Humulus lupulus var. lupuloides,Humulus lupulus var. lupuloides E.Small,3874390,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,Humulus lupulus,Humulus lupulus lupuloides,E.Small
